model,mean,std,count
linear_qr,8.353720499224522,3.4980204667463126,90
lightgbm,8.400318668932142,3.21459704675676,90
xgboost,8.417844869511383,3.1643708818849907,90
baseline_empirical_climatology,8.705039604596658,4.398122142332444,90
